0.000,0.000,0.000,0.000,0.000
0.050,0.000,0.000,0.000,0.050
0.100,0.000,0.000,0.000,0.100
0.150,0.000,0.000,0.000,0.150
0.200,0.000,0.000,0.000,0.200
0.250,0.000,0.000,0.000,0.250
0.300,0.000,0.000,0.000,0.300
0.350,0.000,0.000,0.000,0.350
0.400,0.000,0.000,0.000,0.400
0.450,0.000,0.000,0.000,0.450
0.500,0.000,0.000,0.000,0.500
0.550,0.000,0.000,0.000,0.550
0.600,0.000,0.000,0.000,0.600
0.650,0.000,0.000,0.000,0.650
0.700,0.000,0.000,0.000,0.700
0.750,0.000,0.000,0.000,0.750
0.800,0.000,0.000,0.000,0.800
0.850,0.000,0.000,0.000,0.850
0.900,0.000,0.000,0.000,0.900
0.950,0.000,0.000,0.000,0.950
1.000,0.000,0.000,0.000,1.000
1.050,0.000,0.000,0.000,1.050
1.100,0.000,0.000,0.000,1.100
1.150,0.000,0.000,0.000,1.150
1.200,0.000,0.000,0.000,1.200
1.250,0.000,0.000,0.000,1.250
1.300,0.000,0.000,0.000,1.300
1.350,0.000,0.000,0.000,1.350
1.400,0.000,0.000,0.000,1.400
1.450,0.000,0.000,0.000,1.450
1.500,0.000,0.000,0.000,1.500
1.550,0.000,0.000,0.000,1.550
1.600,0.000,0.000,0.000,1.600
1.650,0.000,0.000,0.000,1.650
1.700,0.000,0.000,0.000,1.700
1.750,0.000,0.000,0.000,1.750
1.800,0.000,0.000,0.000,1.800
1.850,0.000,0.000,0.000,1.850
1.900,0.000,0.000,0.000,1.900
1.950,0.000,0.000,0.000,1.950
2.000,0.000,0.000,0.000,2.000
2.050,0.000,0.000,0.000,2.050
2.100,0.000,0.000,0.000,2.100
2.150,0.000,0.000,0.000,2.150
2.200,0.000,0.000,0.000,2.200
2.250,0.000,0.000,0.000,2.250
2.300,0.000,0.000,0.000,2.300
2.350,0.000,0.000,0.000,2.350
2.400,0.000,0.000,0.000,2.400
2.450,0.000,0.000,0.000,2.450
2.500,0.000,0.000,0.000,2.500
2.550,0.000,0.000,0.000,2.550
2.600,0.000,0.000,0.000,2.600
2.650,0.000,0.000,0.000,2.650
2.700,0.000,0.000,0.000,2.700
2.750,0.000,0.000,0.000,2.750
2.800,0.000,0.000,0.000,2.800
2.850,0.000,0.000,0.000,2.850
2.900,0.000,0.000,0.000,2.900
2.950,0.000,0.000,0.000,2.950
3.000,0.000,0.000,0.000,3.000
3.050,0.000,0.000,0.000,3.050
3.100,0.000,0.000,0.000,3.100
3.150,0.000,0.000,0.000,3.150
3.200,0.000,0.000,0.000,3.200
3.250,0.000,0.000,0.000,3.250
3.300,0.000,0.000,0.000,3.300
3.350,0.000,0.000,0.000,3.350
3.400,0.000,0.000,0.000,3.400
3.450,0.000,0.000,0.000,3.450
3.500,0.000,0.000,0.000,3.500
3.550,0.000,0.000,0.000,3.550
3.600,0.000,0.000,0.000,3.600
3.650,0.000,0.000,0.000,3.650
3.700,0.000,0.000,0.000,3.700
3.750,0.000,0.000,0.000,3.750
3.800,0.000,0.000,0.000,3.800
3.850,0.000,0.000,0.000,3.850
3.900,0.000,0.000,0.000,3.900
3.950,0.000,0.000,0.000,3.950
4.000,0.000,0.000,0.000,4.000
4.050,0.000,0.000,0.000,4.050
4.100,0.000,0.000,0.000,4.100
4.150,0.000,0.000,0.000,4.150
4.200,0.000,0.000,0.000,4.200
4.250,0.000,0.000,0.000,4.250
4.300,0.000,0.000,0.000,4.300
4.350,0.000,0.000,0.000,4.350
4.400,0.000,0.000,0.000,4.400
4.450,0.000,0.000,0.000,4.450
4.500,0.000,0.000,0.000,4.500
4.550,0.000,0.000,0.000,4.550
4.600,0.000,0.000,0.000,4.600
4.650,0.000,0.000,0.000,4.650
4.700,0.000,0.000,0.000,4.700
4.750,0.000,0.000,0.000,4.750
4.800,0.000,0.000,0.000,4.800
4.850,0.000,0.000,0.000,4.850
4.900,0.000,0.000,0.000,4.900
